"ISO-date","Name","PMB-id","Latitude","Longitude","Type","Wikidata"
1929-05-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-28,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-29,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-30,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-05-31,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-06-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-28,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-29,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-30,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-07-31,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-08-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-28,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-29,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-09-30,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-28,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-29,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-30,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-10-31,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-28,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-29,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-11-30,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1929-12-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-28,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-29,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-30,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-01-31,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-02-28,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-13,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-14,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-15,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-16,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-17,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-18,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-19,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-20,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-21,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-22,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-23,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-24,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-25,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-26,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-27,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-28,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-29,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-30,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-03-31,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-01,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-02,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-03,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-04,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-05,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-06,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-07,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-08,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-09,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-10,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-11,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
1930-04-12,"Wien",pmb50,"48,208333","16,373056","Verwaltungsgebiet Administrative district","Q1741"
